"AgeAtScan","Performance.IQ","Verbal.IQ","FullScaleIQ","RGCCAPredAgeAtScan","RGCCAPredPerformance.IQ","RGCCAPredVerbal.IQ","RGCCAPredFullScaleIQ","SiMLRRegPredAgeAtScan","SiMLRRegPredPerformance.IQ","SiMLRRegPredVerbal.IQ","SiMLRRegPredFullScaleIQ","SiMLRCCAPredAgeAtScan","SiMLRCCAPredPerformance.IQ","SiMLRCCAPredVerbal.IQ","SiMLRCCAPredFullScaleIQ"
7.75,109,141,127,13.183790279636,112.961994442843,118.708364317851,117.777259359154,11.2669179300797,100.4741482655,114.069013495925,108.135394919693,14.5558441461879,120.287417946591,112.704336585058,117.800461714932
17.75,89,107,98,14.5585271404313,93.360286196097,104.596022134284,99.900832412891,13.9585569273416,101.195251105606,108.962325179605,105.972060469676,14.4244595886734,93.8839920166391,87.6463157790307,88.3203183677872
9.75,93,108,100,12.7977053666749,97.3463523344247,109.92916326277,103.48922784613,11.5423960304691,100.81197140034,111.099068767586,105.746443356052,9.45472510739177,98.8759254369332,111.489496599974,105.690651590942
16.5,121,108,116,13.5710789790958,105.554891941931,115.220081457884,112.264862372252,14.8158613678611,96.8272113264444,108.481057561651,103.074908812554,13.9569241723519,112.83517520652,114.748354039467,116.357108257258
15.75,88,95,89,13.1710537259916,104.006059484182,95.0808219846824,98.8004100725426,13.7498365415995,103.426653171996,98.3532970683152,101.190828821291,15.4604545280021,101.613018011811,99.5437304501461,101.504605698369
10.25,132,101,117,10.3265929675761,113.372297044572,116.638845660796,117.413294522278,12.5341422634874,106.347062852155,111.535789386428,110.500586698546,13.131899295481,120.896539363094,115.347768322702,120.343442766735
7.25,114,89,101,12.6071022499574,101.054669639336,93.8796396382501,96.9651721303875,10.878872745449,105.518847529565,99.4632737912199,103.437071312823,10.1298009461296,91.1566945057337,79.3075084188874,82.9788378849237
15.5,117,110,115,13.85160295487,109.655048037005,119.057497846991,116.22202963653,12.7647480149725,116.840134489186,115.90196728256,118.820883354692,15.086983709449,114.472671484437,120.14590738643,119.336960775117
17,103,106,105,13.7238584530036,102.924566896447,107.264484700248,106.362456042899,14.5869988146696,101.355501379752,109.187322230543,106.102281471783,15.0996097784436,93.0807363266579,99.0153143157931,95.7838437328507
13.5,103,106,105,14.4733302841136,102.426447166243,109.38236866818,108.79952095891,13.1150744944902,116.094151869217,117.864798048192,119.666517175445,12.2750283232958,107.531824944855,114.052605596854,112.172334920345
12.75,103,87,94,11.6251106937382,106.738897667751,109.456687875271,108.428638233375,12.6269040786374,108.780855851877,114.021300144555,112.729741365286,11.5827815326272,93.6744492683949,104.58244285699,100.462380840598
15.5,94,105,100,15.2973663919346,89.7297825158196,93.9570781134073,91.4908306583933,12.8678554878861,90.0776759688815,95.5888223622484,92.3555227042361,14.2548886860899,90.5746342957513,86.8064056464178,86.4360334597985
18,119,112,118,14.330073894909,110.412864966715,116.260256121345,115.506485903134,13.9150083768916,108.152460827277,113.248591366184,112.322867771154,16.0397812323908,105.011614820931,119.315402592677,113.761502044062
17.75,88,107,98,13.5094426661693,95.0294908753013,97.1853377816674,95.8427609677832,15.47525148248,99.9434550733526,94.4912342671283,97.4211125103682,14.4839409271466,121.816678345945,115.64740872341,120.98799634013
7.25,119,112,118,8.74496946208399,111.969202636563,114.687238198955,113.652565120013,8.80687878342762,115.007812747815,124.703590168037,121.804298600818,7.57648673412401,103.983744360438,103.834427915762,103.780676747423
17,108,108,109,12.9782117760547,111.019236447557,114.21970740033,113.911564075951,17.4136417194762,106.832029774828,111.710478265232,109.691652404703,17.2144836944399,114.144316393976,113.151435627798,113.971171471013
13,123,146,139,13.379837572892,108.583859856341,103.327921769512,106.494954051682,14.0958595302395,108.054282192027,106.405342630576,108.778254418205,12.6588752686753,104.900933003998,95.0820724111599,99.8256996325443
14,104,119,113,15.5421137163845,104.358586584386,111.718768610143,109.373600403056,16.4583223322635,86.784446479686,101.938715460223,93.9515221155222,15.5468732629245,97.855933426111,104.87957897569,100.639130970846
17.75,123,106,115,15.3719413552203,110.473047413583,112.055150135464,112.987190841338,15.894270310802,102.744153579192,101.407561146859,102.069999310721,16.8163642112881,94.4074682485692,100.672159201591,97.0712718321799
11.25,106,115,112,10.3620294317564,111.162289180034,118.242378219362,115.305469653067,11.2901058546307,94.5853340357202,99.6367157817752,97.6986828737199,11.8234215150954,109.593697659179,110.844839775867,112.504645147097
7,109,109,111,8.49911645292835,110.80393242724,111.53045250997,111.834301177537,8.57291381925801,110.161511416029,113.029672176205,112.242060529345,6.5736856479305,103.226588595121,117.605766272267,111.036600070548
14,110,108,110,13.4990588675994,114.42153291969,109.925062025824,113.586507903306,13.6957286516194,114.848466853837,115.654310888416,116.842951052001,13.5171719351393,105.908171777977,110.678030115877,109.45054596088
8,107,96,102,13.2194149933516,109.742175462178,125.651100708319,119.721309601286,12.0159305955597,103.856721210313,114.155110396643,110.467344676772,13.0134395761295,119.772578641622,130.765215728065,127.93588504511
13.75,107,116,113,12.9700604678361,113.001168590068,112.652950825284,114.298444427855,10.7077064114754,114.497057368962,110.717055572094,114.675859420598,14.5501696247836,106.51392785176,108.094305108591,108.372438817035
18,84,83,81,15.2443662745545,106.598176492134,106.236271784961,109.308956874982,15.57220925829,119.329812315003,121.441325582678,122.916694948378,15.6757185390269,110.793564918929,96.2926472266256,105.045098613654
15,89,78,83,14.0378741057088,110.127548472984,116.477173815802,113.506704996093,16.3281061836456,112.33735116485,114.347480902429,114.806975240723,16.7403877860645,105.588800786471,110.166584810944,108.540338972903
16.25,98,113,107,14.505248282418,101.54678329439,110.695225615655,108.004487896361,13.4165844418572,106.214219818128,107.553352068552,107.895064700866,15.3412342901058,99.4144805138291,105.385007234999,102.011468491638
18,119,130,128,15.8972105637396,104.250095984826,112.59687686304,109.630092779451,15.7982651851092,98.8664229841873,112.820390807071,106.822505674094,15.5807490618657,97.9683294153012,102.866992247466,100.253662082201
16.75,92,104,98,15.0843965350828,108.829163356663,111.252572768454,111.958821511763,15.1096923085625,105.407795518729,105.404580292843,106.89970987908,16.4139425607366,112.870382832016,113.5941818373,114.920060183011
10.5,90,104,97,10.1843261917704,109.460650672758,113.539673226186,111.849657588786,11.0949729866094,95.4637050089165,101.97499497372,99.0962236447998,10.750990922968,110.137920710766,116.448536029826,114.958886339356
12.75,126,119,125,10.2548497722846,110.199459708372,111.613731200556,111.92871342886,13.3689426854689,109.771845563491,114.837267646325,113.264467300211,13.33479224306,110.040807700447,113.004012633257,112.47569813371
