"","symRSQ","rgccaRSQ","sgccaRSQ","prmRSQ","corrupt1","corrupt2","corrupt3","nTrueEmbeddings","nForSim"
"1",0.202856720935524,0.0827195427337693,0.018726097942524,0.0143772317019233,0.609763888455927,0.165764546766877,0.210256364382803,18,270
"2",0.575525752182748,0.166371239531728,0.595573100376879,0.0499683207654759,0.427419543452561,0.834130663238466,0.503782045654953,7,248
"3",0.510498864728684,0.390918372424846,0.449030498392422,0.0668079499181277,0.381508756242693,0.873847938142717,0.384614226967096,23,243
"4",0.359807619453061,0.238091888769868,0.504529295978701,0.0115526050149955,0.374398437514901,0.293096762150526,0.724977485090494,21,337
"5",0.554356456728195,0.418332752814637,0.553934741260822,0.00263912347313185,0.455329109355807,0.524379181861877,0.734328327700496,14,253
"6",0.543351442261847,0.576182515959349,0.566153587511158,0.0395113684063643,0.63562540281564,0.592308512330055,0.796196440979838,20,342
"7",0.568273357324806,0.589410384179412,0.655560290093703,4.0897569313381e-07,0.572125230543315,0.422844665311277,0.64963001050055,20,503
"8",0.648204055466001,0.597399752893188,0.641991566398773,0.0277619744244125,0.850411991216242,0.53172515463084,0.385423898510635,16,313
"9",0.647349551325274,0.501604686843359,0.709779240852967,0.00746143883265262,0.296256233751774,0.564767634123564,0.399145299568772,6,259
"10",0.69144463443665,0.659129278146909,0.647042973433406,0.00132020776845788,0.828503305278719,0.139867669716477,0.298100746236742,5,321
"11",0.635899873833549,0.463435039288322,0.487634845631952,0.00331812516706376,0.285802519693971,0.413880149461329,0.465193000249565,6,273
"12",0.395343407365176,0.493772558162102,0.556552317212778,0.00100430019929962,0.647325753420591,0.397627952136099,0.646167998947203,15,202
"13",0.452262816888679,0.0832171506701977,0.187849234612155,0.0210428451196619,0.688844299130142,0.184757147543132,0.26895415969193,24,364
"14",0.542463499126587,0.408698327149667,0.547674808826771,0.000474670145660069,0.67146651763469,0.857157441228628,0.668024730496109,9,267
"15",0.531842994983515,0.590096513705744,0.633558410137305,0.00677231652934764,0.255054455623031,0.802744422480464,0.288402925431728,23,341
