"","symRSQ","rgccaRSQ","sgccaRSQ","prmRSQ","corrupt1","corrupt2","corrupt3","nTrueEmbeddings","nForSim"
"1",0.19499041603474,0.0827195427337693,0.018726097942524,0.000800939194605474,0.609763888455927,0.165764546766877,0.210256364382803,18,270
"2",0.681655255059649,0.166371239531728,0.595573100376879,0.0834801525192346,0.427419543452561,0.834130663238466,0.503782045654953,7,248
"3",0.644565500206674,0.390918372424846,0.449030498392422,0.0207588489368927,0.381508756242693,0.873847938142717,0.384614226967096,23,243
"4",0.577523822071225,0.238091888769868,0.504529295978701,5.476742057758e-05,0.374398437514901,0.293096762150526,0.724977485090494,21,337
"5",0.582367213529232,0.418332752814637,0.553934741260822,0.0014149939473354,0.455329109355807,0.524379181861877,0.734328327700496,14,253
"6",0.636934720656124,0.576182515959349,0.566153587511158,0.0233161876396902,0.63562540281564,0.592308512330055,0.796196440979838,20,342
"7",0.621954137428283,0.589410384179412,0.655560290093703,0.0086394691681477,0.572125230543315,0.422844665311277,0.64963001050055,20,503
"8",0.655260922427714,0.597399752893188,0.641991566398773,0.00173607694152741,0.850411991216242,0.53172515463084,0.385423898510635,16,313
"9",0.71965499861959,0.501604686843359,0.709779240852967,0.00233872600031179,0.296256233751774,0.564767634123564,0.399145299568772,6,259
"10",0.733996805905093,0.659129278146909,0.647042973433406,0.043730648195964,0.828503305278719,0.139867669716477,0.298100746236742,5,321
"11",0.637074263873038,0.463435039288322,0.487634845631952,0.00216283257458045,0.285802519693971,0.413880149461329,0.465193000249565,6,273
"12",0.407651735362106,0.493772558162102,0.556552317212778,0.00137148611772491,0.647325753420591,0.397627952136099,0.646167998947203,15,202
"13",0.437462401329427,0.0832171506701977,0.187849234612155,0.000398082392115596,0.688844299130142,0.184757147543132,0.26895415969193,24,364
"14",0.408290106319165,0.408698327149667,0.547674808826771,0.00221800572131669,0.67146651763469,0.857157441228628,0.668024730496109,9,267
"15",0.577716986393835,0.590096513705744,0.633558410137305,0.00210326891131172,0.255054455623031,0.802744422480464,0.288402925431728,23,341
"16",0.416863675220599,0.30054199561473,0.378181848044538,2.09228797526576e-05,0.822405597008765,0.278877531923354,0.378908155299723,20,358
"17",0.601678226471629,0.244611407503067,0.325216816997708,0.0636758869150137,0.382746345363557,0.101697526872158,0.498994036205113,16,239
"18",0.456485646321679,0.476074858969418,0.487545156122575,0.0228796186477832,0.593975476548076,0.854163099266589,0.817948744632304,21,394
"19",0.626908127709106,0.584246693768143,0.610320351851101,0.0341740644921839,0.531561861746013,0.848002181388438,0.815163474529982,15,225
"20",0.563320238215692,0.574823201006384,0.631717335166447,0.000363189081687271,0.89456695523113,0.383073377422988,0.776265232264996,20,413
"21",0.486369027650972,0.400826321560464,0.424489898976203,0.0193886486606595,0.530791392922401,0.687517928518355,0.40068127438426,12,383
"22",0.478450495380711,0.510309664713604,0.494342717311942,0.00389089279276522,0.826799105107784,0.871600263565779,0.156974727660418,21,279
"23",0.359425012914949,0.402341878127633,0.393342607460417,0.0516366858452579,0.16048416942358,0.660371824540198,0.625790578499436,18,335
"24",0.564120908983037,0.511459913085051,0.540257822588242,0.00857168596552239,0.129669528082013,0.169585317745805,0.122720448113978,25,276
"25",0.563300792479713,0.287338770231485,0.380594555044674,0.00261421222675424,0.876880664378405,0.686052508093417,0.116967087239027,6,303
"26",0.570744631304227,0.295660789925771,0.192686681356382,0.0661951789533031,0.68826034963131,0.669386587664485,0.251778477057815,19,150
"27",0.508740939357954,0.363336270465502,0.446730557125625,0.00527997386381496,0.690437062829733,0.357147102430463,0.533344326540828,19,473
"28",0.783289328808735,0.613181357216094,0.694456226136815,0.175216848354088,0.620295972749591,0.843651887960732,0.458144040219486,6,168
"29",0.677210403483303,0.537719755681767,0.687258593145159,6.48935403805784e-05,0.519464167207479,0.826605805382133,0.627778280712664,11,217
"30",0.598782892937101,0.245801608903444,0.361962147639716,0.0199064485622828,0.303260792605579,0.738381074182689,0.585218067467213,20,217
"31",0.441808005106011,0.461858595850193,0.526921066150372,0.0880523330905216,0.728242911025882,0.203183805570006,0.404432828724384,18,324
"32",0.606205902622287,0.388399824920856,0.524980373796632,0.0398912021588811,0.35012213923037,0.562464787252247,0.449341815151274,8,321
"33",0.266723366556151,0.0877313325725175,0.268563043104229,0.114565984799184,0.436591985821724,0.138570640608668,0.368012458831072,22,309
"34",0.316859900011147,0.208279055242176,0.392154570116717,0.00421712453671523,0.154400155693293,0.815586290881038,0.219295268692076,15,309
"35",0.724050425964061,0.450667193983883,0.692674333583416,0.0232659569708324,0.585193571634591,0.342751315236092,0.50008810441941,7,405
"36",0.570477651318873,0.405381969992872,0.349633394596894,3.37339338764472e-06,0.252258849143982,0.720622512884438,0.881369163282216,24,345
"37",0.675414094465981,0.1316114079176,0.34229890230554,0.010405426262973,0.439833203144372,0.460210360214114,0.25088798943907,7,330
"38",0.131249002908142,0.0140371594574183,0.118994380725365,0.00661832503825699,0.167959532886744,0.774189507029951,0.24917690679431,25,300
"39",0.560567071995913,0.337833972181134,0.454043440551608,0.0877793153852335,0.27911452036351,0.640758986398578,0.832931230217218,25,305
"40",0.541822752586166,0.238947884808868,0.36697276127582,0.000809019896122176,0.1590436687693,0.833552009426057,0.454752379097044,24,358
"41",0.517421420340154,0.382829058491119,0.503186954954368,0.0581143611902039,0.484788319095969,0.291712993569672,0.822237602621317,20,256
"42",0.521991302676809,0.358507743751705,0.511858027221582,3.14915743560439e-05,0.301276343688369,0.627032987400889,0.395181377977133,20,430
"43",0.640699253942654,0.578091797243529,0.574131284356983,0.00141807052975383,0.721411227248609,0.882300652377307,0.3360351504758,17,317
"44",0.610522414958812,0.462025876089834,0.584978389409612,0.0204272417856276,0.615534189343452,0.849510670825839,0.128915881365538,9,372
"45",0.695396768275815,0.522788496131429,0.588719287021426,0.000112815485162252,0.141022819280624,0.289672977663577,0.356921988725662,12,347
"46",0.458498175364393,0.212806869991698,0.422803589835628,0.000309737191096257,0.376905135624111,0.515211427398026,0.279985498078167,19,248
"47",0.465201228961009,0.501501098641373,0.517948539126346,0.000532576652665739,0.873816136829555,0.12294691465795,0.305329959653318,12,480
"48",0.526858919725109,0.591569650323762,0.562433880394532,5.23092916690031e-05,0.471881030872464,0.522434009797871,0.801445554196835,19,336
"49",0.688513039404875,0.637064728775356,0.704244400642284,0.0449249462974619,0.665633324533701,0.619892229326069,0.866628991253674,13,293
"50",0.618520553971798,0.345281815983076,0.56595396091291,0.0151166868458721,0.434410242550075,0.679920428618789,0.409974109940231,16,364
"51",0.506446024325381,0.356666608188352,0.475377230043224,0.000883034131998453,0.347693638689816,0.858749776892364,0.48609395455569,18,381
"52",0.375008059085874,0.0654532396802047,0.136185908409598,0.116765194679705,0.156943885236979,0.22315275426954,0.109427878446877,18,241
"53",0.406043012171512,0.31791033752847,0.36556762450566,0.0410976350234835,0.442524178884923,0.188312608189881,0.568013161420822,17,336
"54",0.606559433597976,0.0782009873769945,0.312845185739914,0.0254928019854852,0.827288680523634,0.439338129200041,0.223768702894449,15,471
"55",0.422011173299244,0.187688869949467,0.338546044894568,0.0030781579394707,0.268151920475066,0.335322723351419,0.416418846510351,12,330
"56",0.515823574122314,0.537470940214099,0.561318650609173,0.0380738244648221,0.293745595030487,0.814936946518719,0.873943589627743,12,301
"57",0.593646421774433,0.406772768617862,0.540933641683108,0.0259437628821147,0.100226580165327,0.461299881897867,0.263626668043435,7,264
"58",0.511782050104842,0.364502853896787,0.433578117219692,0.0268235966950067,0.750790430232882,0.386826422810555,0.632685882598162,17,284
"59",0.510493025022378,0.26120970849777,0.45002137921813,0.128762325488135,0.526951213367283,0.85852648448199,0.23626919798553,5,171
