"AgeAtScan","Performance.IQ","Verbal.IQ","FullScaleIQ","RGCCAPredAgeAtScan","RGCCAPredPerformance.IQ","RGCCAPredVerbal.IQ","RGCCAPredFullScaleIQ","SiMLRRegPredAgeAtScan","SiMLRRegPredPerformance.IQ","SiMLRRegPredVerbal.IQ","SiMLRRegPredFullScaleIQ","SiMLRCCAPredAgeAtScan","SiMLRCCAPredPerformance.IQ","SiMLRCCAPredVerbal.IQ","SiMLRCCAPredFullScaleIQ"
8,114,129,124,10.6162588474879,109.192674315416,113.80386271423,112.73869065872,9.57304156718818,104.222951373619,106.968604510152,106.320297899916,10.3174299006178,108.215059128755,97.0996675878542,103.430457128264
10.5,119,129,127,9.5755202554991,106.627725737444,111.698250451322,109.414660240689,10.187133400363,110.275077883788,111.53392238632,113.326571275272,11.2068561526623,112.975430295642,106.755633391259,111.199180893494
15.25,97,102,100,14.1632118136083,105.183551319318,112.632797029278,110.124511752149,13.1801115187857,102.338009995276,111.7345396727,107.900069676348,13.1718854026182,107.163351016946,115.92300531491,112.161217883522
13.5,135,140,144,12.5541335469443,108.852030263309,117.842355708484,116.495378193832,13.5507810892309,119.311762314249,115.954609347383,120.595666274538,13.5626751677582,107.260350059909,115.59523966715,112.605004071981
17,103,109,107,12.5152657139406,108.728133427886,101.009713715327,106.791183711459,14.625277396972,115.020355201407,100.154688000749,109.143451563175,14.7292992768886,116.586231746845,109.104734691032,115.539889657069
11.75,98,89,93,12.4858422240957,112.43022288024,117.959725256982,117.602768409615,12.2953790983704,100.691414904205,109.161654284857,105.666814464243,11.4425183876321,114.229108478477,104.698671879608,111.562166278356
16.25,125,126,128,13.6598441103879,112.076993355783,116.503472315206,117.565178459987,11.3232439979793,109.912636645707,118.914097890795,117.094038735767,14.1092647914409,118.585021988788,128.209610358049,126.965863656631
16,107,126,118,11.4376123802089,110.27933028832,111.43784009162,113.305023407024,13.5594503258417,110.211713149253,115.505154136549,114.94154936281,13.2142440190599,116.770155671789,119.446889838042,119.949456071811
14.25,77,94,84,13.6633595631518,105.01205050979,101.852506579898,102.595374026055,15.7657305651148,96.2758833720451,104.251717548503,100.356774749486,14.6158150856155,104.20146352524,113.361702157573,109.831669875836
16.5,109,95,102,13.2638600284533,101.941972920355,97.3867799904852,100.056300859574,15.8368940168575,105.891099599968,104.141626552688,105.711958528182,14.5749166309261,101.700684835426,107.76449334721,104.920449492263
15.5,110,116,115,14.4925858277091,109.333483203034,112.060800265998,112.992966632978,15.6343116275757,111.378925541332,117.226322518803,116.585515561403,16.6346457579484,121.20070103497,119.891660726142,124.357599127973
12.25,124,127,128,12.246184085606,107.978086688243,108.01458645567,108.242433299521,11.3132646234816,115.481207527171,114.141417583694,115.881695502653,13.9145950840889,109.237842939377,111.480718452773,112.07514841472
9,99,101,100,13.9974619951125,103.82445564389,108.521418723429,107.560827456936,12.7974649778338,110.960064927039,114.926590149406,115.390510396779,13.5412663196611,103.678611551046,108.652945525825,108.71069993105
15,116,119,119,13.9829140875668,111.03506527079,108.618351933402,110.836004654119,14.8992564853547,106.194205531082,118.023284728471,113.911494946466,13.766273457119,106.631375212391,119.055933791069,114.289822425906
17.25,106,104,106,13.1585222036132,105.048001209599,103.633714281927,105.123897151157,13.3865039343084,106.529941441522,112.328663682141,111.366808944523,14.5023124129733,94.6458734766599,97.712339251924,96.9027615533155
8.75,81,97,87,11.6087698662679,96.0871369929956,105.164998866132,100.713610830128,9.01346238988512,109.868918813201,104.193456435228,108.048745717166,9.70139409085352,82.0082563954411,102.441083029027,91.4987515129806
